id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2265,Zen-East in the Heart of Austin (monthly rental),2466,Paddy,,78702,30.27752,-97.71377,Entire home/apt,200,7,26,2021-07-02,0.36,3,37,2,
5245,"Eco friendly, Colorful, Clean, Cozy monthly share",2466,Paddy,,78702,30.27614,-97.7132,Private room,114,30,9,2017-02-24,0.21,3,58,0,
5456,"Walk to 6th, Rainey St and Convention Ctr",8028,Sylvia,,78702,30.26057,-97.73441,Entire home/apt,104,2,570,2021-09-01,24.96,1,324,35,
5769,NW Austin Room,8186,Elizabeth,,78729,30.45697,-97.78422,Private room,39,1,264,2021-07-03,6.08,1,0,7,
6413,Gem of a Studio near Downtown,13879,Todd,,78704,30.24885,-97.73587,Entire home/apt,109,3,117,2021-04-02,1.28,1,0,5,
6448,"Secluded Studio @ Zilker - King Bed, Bright & Airy",14156,Amy,,78704,30.26034,-97.76487,Entire home/apt,149,3,251,2021-09-12,2.06,1,187,19,
8502,Woodland Studio Lodging,25298,Karen,,78741,30.23466,-97.73682,Entire home/apt,44,3,46,2019-05-28,1.10,1,31,0,
21126,Quiet Mid Century Modern Retreat with Patio and Yard,80406,Dani,,78704,30.24417,-97.73988,Entire home/apt,191,1,125,2021-08-30,2.07,12,0,23,
22166,Close in Hill country views NW,84906,Stacey,,78759,30.38794,-97.76358,Entire home/apt,153,30,11,2021-01-10,0.08,1,289,1,
22828,Garage Apartment near S Congress,56488,David,,78741,30.23614,-97.73225,Entire home/apt,58,31,43,2021-07-17,0.32,1,314,6,
40285,"OUTDOOR LIVING IN AUSTIN, TX",170787,Robbie,,78731,30.35123,-97.76207,Entire home/apt,350,2,32,2021-04-18,0.29,1,298,2,
47572,Cozy Home in  N. Austin for Longer Stays,215917,Belinda,,78758,30.37783,-97.70749,Private room,35,30,5,2021-03-28,0.16,1,290,2,
50318,Scooby Doo House,12409,Flip,,78705,30.28588,-97.75145,Entire home/apt,117,30,30,2019-10-15,0.48,2,315,0,
57187,"Zilker Park, Fun, Funky, Colorful, Peaceful Haven",272156,Lois,,78704,30.25756,-97.76995,Entire home/apt,97,1,802,2021-09-09,20.76,2,233,119,
69303,Colorful and Quirky Zilker Park Townhouse,272156,Lois,,78704,30.26146,-97.77276,Entire home/apt,144,2,142,2021-09-12,4.42,2,235,31,
69352,Enchanting Zilker Cottage~Downtown,347068,Particular Properties,,78704,30.25811,-97.76368,Entire home/apt,299,2,390,2018-05-24,3.07,2,301,0,
69810,"Live Beneath Live Oaks in a Bright, Intimate House",82762,Dolina,,78704,30.2309,-97.76619,Entire home/apt,126,2,441,2020-03-14,8.90,1,0,0,
70258,South 1st Garage Apartment - Ideally Central,355348,Jason,,78704,30.23644,-97.76611,Entire home/apt,295,2,35,2021-06-22,0.72,1,83,5,
70812,1 Bedroom Apt; Above the Studio,268988,Stephanie,,78704,30.24648,-97.74913,Entire home/apt,150,2,152,2021-07-05,2.27,1,60,9,
72833,"Private, Detached, Central Austin Cottage",378744,Ellen And Andy,,78731,30.313,-97.75066,Entire home/apt,93,4,369,2021-09-12,8.39,1,141,20,
73005,3BR Convenient Gated Townhome w/ Pool Access!,128514,Vivian,,78727,30.41419,-97.73183,Entire home/apt,280,2,36,2021-09-05,0.77,1,332,10,
73289,Simple 2/2 in Central Austin,382510,Christina,,78705,30.29016,-97.74478,Entire home/apt,97,30,53,2021-07-31,0.48,2,270,6,
74318,Private Guest House 78704,387918,Amy & Justin,,78704,30.24473,-97.77923,Entire home/apt,46,2,231,2021-09-05,2.51,2,342,25,
75957,Charming 1 Bedroom Cottage Apt In Tarrytown,404260,Kelly,,78703,30.29033,-97.76886,Entire home/apt,121,2,357,2021-09-06,6.12,1,318,53,
76497,Chic 2 Bdrm DwnTwn where Airbnb CEO stayed twice.,177441,Ash,,78703,30.27678,-97.75805,Entire home/apt,198,2,230,2021-08-22,1.91,2,347,28,
76501,Upstairs Flat in Central Austin,408534,Kevin And Bob,,78722,30.29192,-97.71939,Entire home/apt,103,2,191,2021-09-08,2.32,1,192,16,
76911,EastSideLavishness- A Stay of Comfort and Joy,394012,Cole,,78702,30.26945,-97.72491,Entire home/apt,603,2,153,2021-09-12,2.91,1,309,11,
76925,Comfy Digs in East Austin,411190,Lynn,,78702,30.25505,-97.72552,Entire home/apt,400,2,16,2019-05-27,0.14,1,0,0,
76996,The Travis Heights Tree House,1665428,Krista,,78704,30.23872,-97.74521,Entire home/apt,80,20,44,2021-05-22,0.36,1,236,3,
77347,Room or rooms,382265,Leslie,,78733,30.33877,-97.882,Private room,104,2,0,,,1,289,0,
77639,Sweet South Austin Spot,416628,Carlos,,78704,30.25023,-97.77985,Entire home/apt,179,2,35,2021-09-01,0.42,1,342,13,
77998,Gorgeous Greenbelt Home - *River Access*,419006,Jordan,,78725,30.26021,-97.66994,Entire home/apt,250,4,15,2021-06-13,1.76,2,316,11,
78035,Modern Gem featured by Dwell. Pool + HotTub.,419192,Keith And Shannon,,78704,30.25659,-97.76772,Entire home/apt,750,4,90,2020-04-23,2.45,1,0,0,
78127,Downtown Luxury Home/ Clean/ PERFECT LOCATION,419707,Julia,,78701,30.27672,-97.74799,Entire home/apt,240,1,6,2019-05-26,0.05,3,0,0,
78422,Living the Dream on Richardine (East Austin),421002,E. Dixie,,78702,30.27443,-97.71135,Entire home/apt,75,7,4,2021-05-01,1.56,1,0,3,
78831,Cool Hyde Park efficiency apartment,423840,Marcus,,78751,30.31106,-97.72373,Entire home/apt,103,2,350,2021-09-07,2.73,1,16,12,
78884,Beautiful Zilker Park Condo next to Downtown!,2157243,Sean,,78704,30.26126,-97.77358,Entire home/apt,118,2,154,2021-08-23,1.31,8,139,15,
79100,Bungalow-Pool-Central East-51st Area,425706,Robert,,78723,30.30933,-97.6952,Entire home/apt,126,2,26,2021-05-31,0.25,4,70,4,
79603,Beautiful Bouldin Cottage - 78704,428883,Beau,,78704,30.24948,-97.75896,Entire home/apt,182,2,106,2021-08-24,0.84,1,224,28,
79768,East-Side Bungalow,430091,Shawn,,78702,30.26035,-97.73253,Entire home/apt,225,4,34,2019-03-11,0.40,2,0,0,
80725,Central Austin Home,436771,Merlyn,,78703,30.28251,-97.76874,Entire home/apt,150,30,0,,,1,0,0,
82033,"Clean and quiet 3/2, in Mueller area.",445746,Kimberly,,78723,30.30393,-97.68872,Entire home/apt,400,2,4,2018-04-28,1.10,1,176,1,
83643,Fun Central Austin Convenience,456230,Michele,,78752,30.32395,-97.71851,Private room,57,2,204,2021-09-12,3.89,1,333,24,
84771,Campus Retreat,321037,Lucien,,78705,30.29386,-97.74188,Entire home/apt,81,2,16,2018-01-03,0.36,2,0,0,
89475,"2 Living Rooms, Lots of Big Beds! 3 king, 2 queen",487072,Greg & Amanda,,78757,30.35681,-97.72618,Entire home/apt,329,30,116,2020-04-11,2.76,14,0,0,
90898,"Artsy, Cozy, and Fun; Our Travis Heights 2-1",236847,Lester,,78704,30.24498,-97.74935,Entire home/apt,161,1,96,2021-08-22,1.43,1,351,14,
104099,Zilker Guesthouse,213651,Daniel,,78704,30.25433,-97.77582,Entire home/apt,99,2,173,2021-09-06,2.80,2,49,5,
104386,South Austin Cottage 78704 - 2BR,543367,Mary,,78704,30.24645,-97.74701,Entire home/apt,150,31,133,2021-08-14,1.68,2,298,6,
113779,Spacious 1BR w/ Office in Hyde Park,578211,Pete,,78751,30.3027,-97.72945,Entire home/apt,126,20,88,2021-09-03,0.76,9,297,10,
113791,Avenue G Guesthouse in Hyde Park,578249,Larry And Susan,,78751,30.30244,-97.73148,Private room,60,30,12,2018-06-22,0.23,2,257,0,
116014,SXSW LAST MINUTE Downtown Space,419707,Julia,,78701,30.27521,-97.74793,Entire home/apt,259,1,2,2019-04-14,0.02,3,0,0,
128326,Austin City Limits-Private Pool by Nature Preserve,634580,Morrie And Rachel,,78736,30.24395,-98.00244,Entire home/apt,295,3,60,2021-09-12,1.01,1,318,17,
140474,Historic Hyde Park Home By Downtown,578211,Pete,,78751,30.30215,-97.73046,Entire home/apt,180,20,79,2021-07-31,0.83,9,316,8,
140504,1915 Home w/1BR With Modern Flare,578211,Pete,,78751,30.30397,-97.73037,Entire home/apt,126,20,80,2021-08-27,0.67,9,292,11,
145210,Maiden Lane Guesthouse,475506,Dan,,78705,30.30203,-97.74235,Entire home/apt,150,30,201,2021-08-25,1.94,1,307,3,
155359,TheTramHouse-90 Day Min,372205,Keith,,78732,30.41813,-97.88915,Entire home/apt,99,90,33,2018-11-18,0.38,4,2,0,
158398,Barton Hills oasis! Bike/scooter to Zilker Park!,760426,Lis,,78704,30.25288,-97.78491,Entire home/apt,699,4,13,2021-06-03,0.24,1,275,2,
166561,SOCO ItZ bitZ Bungalow,347068,Particular Properties,,78704,30.2415,-97.76194,Entire home/apt,299,30,363,2019-10-28,3.02,2,83,0,
167459,SXSW and ACL 4 bedroom in Austin!,628942,Marnie,,78746,30.27767,-97.79126,Entire home/apt,800,3,7,2014-03-12,0.07,1,344,0,
172104,South Austin- close to the action!,746286,Isabel,,78745,30.1947,-97.8218,Entire home/apt,75,3,3,2016-10-10,0.04,1,274,0,
174828,Light and Airy Central Austin Retreat with Gorgeous Patio,835236,Jenny,,78752,30.33238,-97.71233,Entire home/apt,374,3,329,2021-09-12,5.85,1,77,17,
184853,78704  Austin Getaway Two Bedroom monthly rental.,518748,Rachel,,78704,30.24106,-97.77315,Entire home/apt,150,30,2,2021-04-29,0.07,1,274,1,
195674,"Large Zilker Home, Downtown- SOCO-ACL!",951551,Lori,,78704,30.25775,-97.76703,Entire home/apt,750,2,34,2021-09-06,0.95,1,342,5,
202187,South Congress Studio Apartment,989596,John,,78704,30.24867,-97.74678,Entire home/apt,81,1,815,2021-08-27,15.21,2,283,71,
202753,Parkside Loft - Large Bedroom & Sitting Area.,729047,Tracy,,78703,30.27655,-97.75608,Private room,175,3,10,2019-05-08,0.28,1,76,0,
207054,Keep Austin Lovely in 2BR/1Ba Mid-Century Home!,1018853,Merri Gale & Donald,,78741,30.24434,-97.73069,Entire home/apt,168,3,159,2021-08-26,1.34,1,64,17,
208897,"Heart of east Austin–unique, bright, private haven",1029071,Suzanne,,78702,30.263203,-97.699829,Entire home/apt,161,2,95,2021-09-06,1.04,1,70,10,
214795,Cute Condo Close to Zilker & Dwntwn,1109019,Kristi,,78704,30.25175,-97.77242,Entire home/apt,75,2,79,2021-09-11,0.68,1,48,9,
218402,New to Austin?  Perfect WFH Suite!,1129520,Paulette,,78754,30.36145,-97.64397,Private room,28,30,24,2021-04-01,0.22,1,269,2,
219168,SOCO Living,1134580,Kalu,,78704,30.24519,-97.74486,Entire home/apt,250,2,8,2016-10-09,0.07,1,0,0,
222967,Luxe Spa Bungalow - Walk Downtown!,1157982,Lyon,,78702,30.25901,-97.7295,Entire home/apt,185,4,32,2021-06-29,0.31,3,333,2,
222986,Circa 1899 Luxe Spa House - Walk DT,1157982,Lyon,,78702,30.25753,-97.7313,Entire home/apt,500,20,53,2017-10-01,0.46,3,333,0,
224603,Modern Studio Loft,1169129,David And Kristy,,78751,30.30732,-97.72782,Entire home/apt,105,28,110,2021-08-15,1.64,1,258,5,
227372,The Iconic Allen's Boots Clubhouse!,51183342,Hunter,,78704,30.24822,-97.75095,Entire home/apt,249,1,217,2021-08-22,2.97,5,90,34,
233930,The Treehouse 1930's Hyde Park Home,578211,Pete,,78751,30.30289,-97.72961,Entire home/apt,165,20,84,2021-08-26,1.52,9,319,11,
238657,Hill House in Wonderful Bouldin!,1250939,Kerry,,78704,30.252,-97.75628,Entire home/apt,164,2,123,2021-08-28,1.77,4,175,15,
247770,Lovely House In Hip East Austin,1298575,Gloria,,78723,30.30339,-97.68465,Entire home/apt,175,2,1,2012-03-13,0.01,1,0,0,
248515,Cute Eastside Bungalow -  Perfect Austin Base,1208485,Caitlin,,78702,30.25572,-97.72874,Entire home/apt,234,2,115,2021-09-06,0.99,2,91,49,
252804,"» 3 bed, sleeps 5, 2 miles to DT",1327500,Brooks,,78704,30.23254,-97.75479,Entire home/apt,100,30,93,2021-07-06,0.77,1,175,2,
271052,Updated Remodel Clean & Comfy South Austin Condo!,1418696,Kelsey,,78704,30.25367,-97.77253,Entire home/apt,250,3,29,2021-09-12,0.25,1,330,5,
277028,One of a kind stay In the Heart of ATX,746455,Michael,,78703,30.28332,-97.76272,Entire home/apt,332,30,91,2021-08-29,1.54,4,230,35,
281182,Great House 1 block from Metro Rail SXSW,1465788,Michelle,,78702,30.28032,-97.70708,Entire home/apt,350,3,39,2021-08-29,0.81,1,341,3,
282342,3bedroom 2.5bath Kitchen Garage for 30days or more,1471597,Teresa,,78758,30.36774,-97.7078,Entire home/apt,86,30,26,2021-09-04,0.24,1,0,3,
294708,3bd+Loft...SOCO Area Convenience,1523587,Dallas,,78741,30.22484,-97.74223,Entire home/apt,201,3,269,2021-08-22,3.34,18,300,25,
295275,Stylish 3/2/2 with large backyard,1282837,Joseph,,78745,30.19037,-97.79003,Entire home/apt,194,30,58,2021-04-03,0.56,2,209,3,
300574,Historic SOUTHAustin Retro Groovy LOFT 78704 proud,167892,Veronica,,78704,30.25525,-97.75756,Entire home/apt,138,2,372,2021-09-12,9.13,1,168,40,
304808,Spanish Hacienda mile from downtown,1566930,Chris,,78702,30.2733,-97.7269,Private room,60,2,279,2021-08-30,4.17,1,339,20,
304866,Big cute clean Casita in SxSAustin!,1568741,Jim O',,78745,30.20943,-97.77117,Entire home/apt,70,3,139,2021-09-04,1.21,7,341,28,
305392,Family-/pet-friendly * Eastside * Walk everywhere!,117233,Paige,,78702,30.25688,-97.73244,Entire home/apt,400,3,12,2021-07-25,0.15,1,0,3,
314152,2 bdrm Condo at  360 Bridge,1614097,Denise,,78730,30.35672,-97.79621,Entire home/apt,350,4,0,,,1,0,0,
315239,Very convenient for SxSW,1617870,John,,78745,30.21467,-97.77901,Entire home/apt,600,3,2,2013-03-22,0.02,1,362,0,
316630,"Hip, convenient home in 78704!",1626165,Gretchen,,78704,30.25472,-97.75562,Entire home/apt,400,3,9,2015-03-24,0.08,1,0,0,
319759,█ Swanky Townhome+Rooftop | Downtown | 6th Street!,814883,Kristen,,78702,30.26585,-97.73328,Entire home/apt,593,1,249,2021-08-29,2.15,12,309,18,
319887,Quaint East Austin 2BR SXSW 2016,1640158,Jeremy,,78702,30.25328,-97.72968,Entire home/apt,694,4,2,2015-03-18,0.02,1,0,0,
319894,The Perfect Austin Modern Home,1640172,Gary,,78724,30.28354,-97.64966,Entire home/apt,202,2,135,2021-09-06,1.17,2,135,53,
321069,Avail ACL: 3/2 Mid-Century Mod-Central Austin,1644741,Liz,,78704,30.25398,-97.77856,Entire home/apt,679,2,1,2018-06-23,0.03,1,0,0,
321675,3/2 House w/ Pool in Barton Hills,1142525,James,,78704,30.25104,-97.78973,Entire home/apt,500,1,13,2015-10-04,0.13,1,0,0,
322834,Spacious 3/2 East Austin Home,3797734,Leslie And Dylan,,78702,30.26849,-97.71874,Entire home/apt,240,4,47,2018-03-25,0.78,1,0,0,
323733,4th St Loft in Downtown Austin!,1654178,Erik,,78701,30.26843,-97.74548,Entire home/apt,178,1,362,2019-10-25,9.72,1,0,0,
324480,Charming Central Austin Apartment,1660476,Mark,,78705,30.29905,-97.73881,Entire home/apt,82,30,0,,,2,299,0,
325889,"Dream Location, Creative 5-Bedroom House w Jacuzzi",1666874,Abbie & Brian,,78704,30.24583,-97.75472,Entire home/apt,785,3,44,2021-09-12,1.82,1,337,8,
326172,Central Austin Spacious  Guest House with balcony,1665442,Lionel & Beth,,78756,30.32619,-97.74457,Entire home/apt,89,7,14,2021-08-07,14,1,226,9,
329172,"Hillside designer home,10 min.dwntn",1680871,Janet,,78746,30.30085,-97.80794,Entire home/apt,495,3,6,2016-06-05,0.06,1,271,0,
329306,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.27232,-97.72579,Private room,61,2,513,2021-08-31,6.46,4,51,41,
330301,Entire Upstairs Near Apple & Domain,1685125,Janet,,78729,30.44934,-97.76359,Private room,111,2,23,2021-09-11,1.06,1,354,8,
331549,One Room with Private Bathroom,1690383,Sandra,,78725,30.23911,-97.58625,Private room,100,2,0,,,1,0,0,
333114,House for rent in  North Austin,1697428,Ashly,,78754,30.37019,-97.65419,Private room,109,1,0,,,1,0,0,
333442,RARE SECLUDED 1940s ESTATE  Safe Cleaning Protocol,1698318,Virginia,,78703,30.31267,-97.76641,Entire home/apt,317,3,142,2021-08-21,1.39,1,282,16,
333815,Solar Sanctuary - Zen Room,372962,Kim,,78704,30.25381,-97.75262,Private room,102,2,145,2020-03-14,1.39,1,198,0,
334616,Great SXSW East Central Apartment,608539,D,,78741,30.24481,-97.72379,Entire home/apt,250,1,2,2012-03-14,0.02,1,0,0,
335885,"4Bed/2Bath Sleeps 12+ w Pool, Sauna, Gym & Games",1707903,Stephen,,78749,30.20621,-97.85577,Entire home/apt,1750,2,43,2021-07-05,1.73,2,0,9,
337125,"1800 Sq ft, 3-2 home in NW Austin",261883,Carolyn,,78759,30.42035,-97.76685,Private room,80,32,33,2015-10-06,0.36,1,83,0,
340045,Greenbelt Professional Loft,1725752,Shanti,,78746,30.25937,-97.79249,Entire home/apt,400,4,0,,,1,365,0,
340630,2 Bedroom duplex for monthly rental,531267,Shelley,,78757,30.33061,-97.72531,Entire home/apt,50,30,18,2021-05-13,0.60,3,106,3,
341382,SXSW | 4 bedroom home near Downtown,1205884,Luke And Rachel,,78702,30.26543,-97.71338,Entire home/apt,750,4,124,2019-03-11,1.43,1,0,0,
341596,South Austin Ultra Modern,1733004,Julie,,78704,30.24623,-97.75904,Private room,120,2,69,2021-09-05,0.67,1,246,1,
342039,"Garden Guesthouse, central East Austin gem.",1735494,Steph And Crew,,78702,30.25158,-97.73147,Entire home/apt,140,1,301,2021-08-30,2.92,2,141,16,
342243,Spacious Private Master Suite by the Month.,1736662,Teresa,,78759,30.41633,-97.75228,Private room,34,31,3,2020-02-13,0.08,1,257,0,
343462,Charming Family Friendly Apartment,1742984,Rachel,,78721,30.26895,-97.68947,Entire home/apt,99,1,243,2020-03-08,2.91,1,257,0,
343889,Close-in Central/East Garage Apt,1744639,Darcy,,78702,30.27293,-97.72288,Entire home/apt,47,30,27,2021-08-06,0.23,1,222,5,
345221,Austin Historic Home Downtown SxSW,1644218,Cecily,,78701,30.27247,-97.74796,Entire home/apt,299,3,8,2019-11-03,0.08,2,0,0,
345473,Exquisite Boutique SoCo Cottage with Shops and Restaurants Nearby,1751224,Whitney,,78704,30.24547,-97.74739,Entire home/apt,273,2,105,2021-09-12,1.01,1,0,35,
345536,Austin Artist's Hm. in Hippest Area,1752493,Gigi,,78704,30.2466,-97.76157,Entire home/apt,184,3,243,2021-09-10,9.86,3,271,35,
347572,East Austin Bungalow,1761506,Doug & Savanna,,78702,30.26448,-97.71715,Entire home/apt,125,2,29,2020-03-01,0.48,1,0,0,
347654,ATX -SOCO 3bd House...beats hotels!,1761915,Charm,,78704,30.23661,-97.7449,Entire home/apt,500,1,54,2021-08-29,1.76,2,166,18,
347847,The Heart of Chic Eastside/Near UT & Downtown,1763086,Debbie,,78702,30.27119,-97.72965,Entire home/apt,250,2,68,2021-08-15,2.30,1,130,3,
347935,for formula one only...,1763742,Amber,,78704,30.25152,-97.76212,Entire home/apt,643,5,1,2012-03-18,0.01,1,0,0,
349447,"Eastside Cabana - Near UT,Downtown",1975748,Meredith,,78702,30.27871,-97.72332,Entire home/apt,132,1,678,2021-08-26,25.62,5,312,77,
349635,Central Austin (Tarrytown) Bed and Bath,1771402,Cindie,,78703,30.29932,-97.77631,Private room,71,1,60,2021-09-05,1.41,2,127,15,
351865,French country charming room/bath,1782559,Julie,,78754,30.33345,-97.64937,Private room,75,1,0,,,1,0,0,
352543,"Bright Private Townhouse close for ACL, F1 & SXSW",1785118,Kyla,,78704,30.24471,-97.77079,Entire home/apt,300,2,25,2019-11-05,0.24,1,337,0,
353126,Monthly Rental Guest House /Apartment  in SoCo,1788349,Jeannie,,78704,30.2398,-97.74525,Entire home/apt,58,29,6,2020-06-30,0.27,2,168,0,
353261,4/3.5 SoCo Bungalow,1789494,Lara,,78704,30.24276,-97.75211,Entire home/apt,620,3,167,2021-08-29,2.50,1,193,24,
353955,SXSW Luxury 2 Bedroom appt!,1792021,Mykel,,78746,30.34574,-97.80069,Entire home/apt,225,3,1,2012-03-15,0.01,1,0,0,
354263,Colorful Artsy and Unusual Guesthouse in Bouldin Creek,1752493,Gigi,,78704,30.24821,-97.76343,Entire home/apt,156,3,331,2021-08-27,2.86,3,328,33,
354513,SXSW-Historic Home luxury-Central East Downtown,1795232,Sara,,78702,30.25884,-97.73056,Entire home/apt,630,3,5,2017-03-15,0.05,1,0,0,
354569,Ultimate casually elegant retreat,2049988,Mike,,78703,30.28885,-97.76001,Entire home/apt,248,3,11,2017-07-05,0.12,1,0,0,
355176,Private South Austin Guest House,1798140,Scott,,78745,30.22187,-97.7747,Entire home/apt,110,30,21,2021-05-02,0.19,1,28,3,
355232,Great SXSW Location. 3br/2baths,1798084,Jeffrey,,78704,30.24748,-97.74724,Entire home/apt,1000,1,3,2017-03-19,0.03,1,360,0,
355328,SXSW - musician's home,1798834,Joan,,78704,30.23928,-97.77907,Entire home/apt,100,1,0,,,1,0,0,
355792,"Clean, Cute & Central-Clarksville!",1801114,An,,78703,30.28097,-97.75393,Entire home/apt,97,7,13,2021-06-30,0.19,1,0,1,
356675,Midcentury Modern in Central Austin,1805253,Trey,,78703,30.3054,-97.76974,Entire home/apt,1050,30,2,2013-06-01,0.02,1,0,0,
356719,Cozy and Modern Home,1805524,Jai,,78723,30.30571,-97.69464,Entire home/apt,300,2,1,2012-11-20,0.01,1,0,0,
356837,Upscale 3 story Downtown Townhouse,1806205,Varun,,78701,30.28184,-97.74276,Entire home/apt,428,2,17,2021-08-22,0.18,1,326,8,
357529,Zilker Home close to everything,1808807,Renee,,78704,30.25478,-97.76854,Entire home/apt,184,3,259,2021-09-01,3.87,2,143,35,
358164,Beautiful  Private Cottage,1812799,Monica,,78751,30.3124,-97.72007,Private room,92,2,178,2020-02-09,1.76,1,248,0,
358643,Entertainers Delight Close to SOCO,1815367,Kathy,,78704,30.22971,-97.76695,Entire home/apt,800,1,0,,,1,0,0,
362460,SXSW  Bungalow Available 2/1,1831617,Chris,,78756,30.31744,-97.74547,Entire home/apt,625,4,0,,,1,365,0,
363040,Zilker Festival Suite,213651,Daniel,,78704,30.25433,-97.77582,Entire home/apt,77,2,283,2021-09-11,2.79,2,48,44,
363944,The Big Zilker. Minutes to it all!,1840480,Scott & Sally,,78704,30.25795,-97.77202,Entire home/apt,886,4,27,2020-03-09,0.35,11,84,0,
364025,Perfect for ACL/SXSW. Walk everywhere!,1839064,Adriana,,78703,30.27371,-97.75301,Entire home/apt,225,5,13,2019-03-14,0.13,1,0,0,
364121,Private romantic getaway 150' above Lake Travis,871765,Bruce,,78734,30.39243,-97.92007,Hotel room,210,2,1,2017-10-22,0.02,1,349,0,
364269,Zilker Treehouse! Minutes to it all!,1840480,Scott & Sally,,78704,30.25954,-97.76978,Entire home/apt,486,4,87,2021-09-02,2.86,11,246,6,
365471,Hip E.Side Downtwn House Walk 2 ALL!,1845598,D.K.,,78702,30.25917,-97.73425,Entire home/apt,387,1,86,2021-09-06,1.20,1,75,13,
367356,New listing! Modern Austin home super close to downtown w/free WiFi/full kitchen,1488733,Vacasa Texas,,78751,30.30651,-97.72278,Entire home/apt,216,2,170,2021-08-30,2.11,23,348,10,
367366,Large ATX Home Minutes to Downtown,1854873,Alex,,78721,30.26309,-97.68447,Entire home/apt,156,2,132,2021-08-25,8.90,1,166,38,
367445,Charming Hyde Park Casita,1855238,Caroline,,78751,30.3068,-97.72797,Entire home/apt,106,3,191,2021-03-26,1.81,1,0,5,
367789,Completely Renovated Mid Century,1856695,John,,78703,30.30549,-97.77147,Entire home/apt,2150,4,1,2014-03-17,0.01,1,0,0,
369090,SXSW Walk to Downtown. 2br Apt.,1861886,Sarah,,78704,30.25858,-97.75181,Entire home/apt,650,1,0,,,1,0,0,
381240,Urban condo walk to SoCO/downtown,1887493,Susan,,78704,30.2538,-97.74359,Entire home/apt,548,4,3,2014-03-13,0.05,1,242,0,
403090,Enjoy Rm in Artist's Hm N BEST AREA,1752493,Gigi,,78704,30.24699,-97.76343,Entire home/apt,88,3,24,2015-03-02,0.24,3,0,0,
406911,❤ Banana Bread+Next to Downtown+Cozy+Screen Porch,1652515,Cynthia,,78704,30.25909,-97.756,Entire home/apt,150,1,340,2021-09-12,3.58,1,0,47,
412290,GREAT Room - SOUTH CONGRESS Area!,1726978,Benjamin,,78704,30.23899,-97.7522,Private room,47,1,52,2018-01-17,0.51,2,0,0,
424279,"Steps to S. Congress, 2 bedroom oasis w/ pool",1275188,Susie & Eoin,,78704,30.241,-97.75371,Entire home/apt,168,30,25,2021-08-27,0.31,1,113,4,
430683,Architectual Gem/ Pool,2141281,Melanie,,78731,30.33875,-97.76135,Entire home/apt,695,31,2,2016-05-30,0.02,3,37,0,
433996,Modern Loft in the Heart of Austin!,2157243,Sean,,78704,30.26139,-97.77566,Entire home/apt,142,2,242,2021-07-25,4.41,8,133,13,
435211,Austin Historic home bedroom only,1644218,Cecily,,78701,30.27241,-97.74894,Private room,82,2,164,2020-02-15,1.44,2,0,0,
438411,Cozy central east home-kid friendly,2177425,Aga & B,,78702,30.26529,-97.71573,Entire home/apt,200,21,16,2021-05-18,0.53,1,43,4,
442720,House on the Creek - 4BR/3BA - 10 minutes to City,2200336,Gretchen,,78746,30.29948,-97.79728,Entire home/apt,346,3,93,2021-05-31,2.15,1,206,10,
461404,Cute & Cozy Central Austin House,1021729,Nita,,78756,30.3239,-97.731,Entire home/apt,128,2,78,2021-09-06,0.93,1,235,13,
479197,Funky SoFi Condo! Walk downtown! Private bathroom,1918269,Amanda,,78704,30.258,-97.75195,Private room,45,30,27,2021-08-01,0.93,3,296,3,
485360,Downtown Condo with Austin's skyline view!,2402591,Jane,,78702,30.26778,-97.72849,Entire home/apt,139,2,93,2021-09-09,1.39,1,109,5,
501861,Downtown SoCo Guest House,2476440,Michelle,,78704,30.25282,-97.74596,Entire home/apt,307,2,48,2021-07-10,43.64,4,242,17,
510168,Peaceful retreat in the trees,793021,Steve,,78733,30.34253,-97.8616,Entire home/apt,295,3,88,2021-09-12,1.13,1,338,20,
517378,South Austin Condo with Great View,2546917,Clint,,78745,30.20976,-97.81729,Entire home/apt,250,1,0,,,1,0,0,
517430,Elegant Upper Level Home Apartment Minutes from Downtown,2546775,Rice,,78705,30.29961,-97.73449,Entire home/apt,122,2,118,2021-09-12,3.57,1,109,25,
522136,Downtown Oasis - Quiet Retreat!,2567934,Alexis,,78701,30.27936,-97.74362,Entire home/apt,113,3,411,2021-06-19,6.28,1,91,12,
525231,"Brentwood Guest House, Modern Home, Central Locale",2507231,Kris,,78757,30.34024,-97.73739,Entire home/apt,128,2,79,2021-09-07,0.76,1,162,13,
528338,Suite Spot (Zilker),2595932,Amber,,78704,30.2619,-97.76328,Entire home/apt,99,3,466,2021-08-30,5.55,2,39,16,
540377,Beautiful SoCo House near downtown,989596,John,,78704,30.24852,-97.74502,Entire home/apt,255,3,7,2017-03-16,0.07,2,0,0,
542124,Designer Oasis-East Central Austin,2457470,Sharon,,78702,30.27514,-97.71954,Private room,100,2,28,2021-07-31,0.59,1,336,3,
560094,"Safe Stay/Downtown, Zilker, ACL,HotTub",4335991,Karen,,78704,30.2478,-97.786,Entire home/apt,400,2,66,2021-08-15,0.64,1,319,20,
